tanggal,kode_prov,nama_prov,kode_kab,nama_kab,closecontact,closecontact_dikarantina,closecontact_discarded,suspect,suspect_diisolasi,suspect_discarded,probable,probable_diisolasi,probable_discarded,probable_meninggal,confirmation,confirmation_selesai,confirmation_meninggal,pertumbuhan_closecontact,pertumbuhan_closecontact_discarded,pertumbuhan_closecontact_dikarantina,pertumbuhan_suspect,pertumbuhan_suspect_discarded,pertumbuhan_suspect_diisolasi,pertumbuhan_probable,pertumbuhan_probable_discarded,pertumbuhan_probable_diisolasi,pertumbuhan_probable_meninggal,pertumbuhan_confirmation,pertumbuhan_confirmation_selesai,pertumbuhan_confirmation_meninggal,
2020-11-14,32,Provinsi Jawa Barat,3279,KOTA BANJAR,1422,781,641,921,526,392,0,0,0,0,78,47,3,0,0,0,0,0,0,0,0,0,0,0,1,0,
2020-11-14,32,Provinsi Jawa Barat,3213,KAB. SUBANG,474,424,50,5874,5803,12,19,19,0,0,362,270,13,0,0,0,0,0,0,0,0,0,0,6,2,1,
2020-11-14,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,3925,2558,1367,2263,1959,146,31,0,2,29,1564,906,21,0,0,0,1,0,0,0,0,0,0,157,12,1,
2020-11-14,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,2374,1388,986,1293,943,258,10,1,1,8,518,342,9,0,0,0,12,0,0,0,0,0,0,21,0,0,
2020-11-14,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,2538,1630,908,5397,5069,283,57,7,7,43,1131,705,18,0,0,0,0,0,0,0,0,0,0,7,71,0,
2020-11-14,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,1442,1131,311,1498,1453,31,92,75,7,10,171,155,3,0,0,0,0,0,0,0,0,0,0,0,1,0,
2020-11-14,32,Provinsi Jawa Barat,3216,KAB. BEKASI,8449,6547,1902,9464,4461,4653,144,62,33,49,5431,3895,56,78,20,58,84,22,62,7,4,1,2,111,50,0,
2020-11-14,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,1978,1352,626,1173,432,736,8,0,0,8,223,214,8,22,22,0,0,0,0,0,0,0,0,0,0,0,
2020-11-15,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,10019,6070,3949,1231,914,307,9,0,0,9,1105,615,8,76,76,0,22,22,0,0,0,0,0,1,10,0,
2020-11-15,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,694,406,288,568,478,10,34,5,2,27,485,398,6,0,0,0,0,0,0,0,0,0,0,3,11,0,
2020-11-15,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,278,157,121,1086,794,182,2,1,0,1,162,146,2,0,0,0,0,0,0,0,0,0,0,2,2,0,
2020-11-15,32,Provinsi Jawa Barat,3276,KOTA DEPOK,10326,7792,2534,8249,6652,1353,32,0,25,7,6729,5421,204,0,0,0,0,0,0,0,0,0,0,1,159,0,
2020-11-15,32,Provinsi Jawa Barat,3209,KAB. CIREBON,1389,485,904,476,328,46,7,0,1,6,1206,1082,72,0,0,0,0,0,0,0,0,0,0,1,14,0,
2020-11-15,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,9147,6837,2310,2175,34,2120,3,3,0,0,224,194,9,0,0,0,0,0,0,0,0,0,0,6,11,0,
2020-11-15,32,Provinsi Jawa Barat,3275,KOTA BEKASI,10069,8961,1108,9278,8571,401,624,366,167,91,8413,6269,142,150,150,0,59,59,0,5,2,2,1,2,176,0,
2020-11-15,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,1186,493,693,709,652,39,3,0,1,2,114,86,1,0,0,0,3,3,0,0,0,0,0,2,7,0,
2020-11-15,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,1629,1108,521,2558,635,1888,39,19,14,6,876,818,15,0,0,0,9,9,0,0,0,0,0,1,4,0,
2020-11-15,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,5202,3866,1336,7125,6733,296,57,0,0,57,1839,1288,41,41,41,0,14,7,7,0,0,0,0,9,70,0,
2020-11-15,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,8317,6107,2210,9927,9079,778,173,150,0,23,3065,2197,56,0,0,0,0,0,0,0,0,0,0,5,114,0,
2020-11-15,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,3586,2216,1370,853,744,86,21,0,0,21,276,209,15,0,0,0,0,0,0,0,0,0,0,0,6,0,
2020-11-15,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,1235,946,289,1683,1623,45,10,1,1,8,286,98,2,7,5,2,5,3,2,0,0,0,0,154,8,0,
2020-11-15,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,2597,1429,1168,627,364,262,9,0,0,9,420,388,5,0,0,0,0,0,0,0,0,0,0,0,5,0,
2020-11-15,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,7467,5259,1512,434,91,100,243,3929,2972,16,0,0,0,0,0,0,0,0,0,0,4,86,0,
2020-11-15,32,Provinsi Jawa Barat,3205,KAB. GARUT,12281,7895,4386,3451,613,2829,0,0,0,0,473,424,15,0,0,0,0,0,0,0,0,0,0,6,3,0,
2020-11-15,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,2251,2189,0,0,0,0,0,0,0,0,0,0,0,1,3,0,
2020-11-15,32,Provinsi Jawa Barat,3271,KOTA BOGOR,2665,2027,638,2419,1716,500,78,11,8,59,2434,1850,39,0,0,0,0,0,0,0,0,0,0,1,53,0,
2020-11-15,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,2144,1328,816,2241,1795,373,75,0,0,75,239,161,7,90,90,0,11,7,4,0,0,0,0,0,2,0,
2020-11-15,32,Provinsi Jawa Barat,3274,KOTA CIREBON,1769,624,1145,334,282,22,2,1,0,1,377,314,18,0,0,0,0,0,0,0,0,0,0,0,8,0,
2020-11-15,32,Provinsi Jawa Barat,3279,KOTA BANJAR,1582,849,733,924,529,392,0,0,0,0,78,47,3,160,68,92,3,3,0,0,0,0,0,0,0,0,
2020-11-15,32,Provinsi Jawa Barat,3213,KAB. SUBANG,474,424,50,5874,5803,12,19,19,0,0,364,272,13,0,0,0,0,0,0,0,0,0,0,2,2,0,
2020-11-15,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,3925,2558,1367,2263,1959,146,31,0,2,29,1570,939,21,0,0,0,0,0,0,0,0,0,0,6,33,0,
2020-11-15,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,2409,1388,1021,1303,949,262,10,1,1,8,540,347,9,35,0,35,10,6,4,0,0,0,0,22,5,0,
2020-11-15,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,2538,1630,908,5397,5069,283,57,7,7,43,1133,707,18,0,0,0,0,0,0,0,0,0,0,2,2,0,
2020-11-15,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,1442,1131,311,1498,1453,31,92,75,7,10,237,157,3,0,0,0,0,0,0,0,0,0,0,66,2,0,
2020-11-15,32,Provinsi Jawa Barat,3216,KAB. BEKASI,8482,6580,1902,9503,4500,4653,145,62,34,49,5443,4122,56,33,33,0,39,39,0,1,0,1,0,12,227,0,
2020-11-15,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,1997,1371,626,1175,434,736,8,0,0,8,223,214,8,19,19,0,2,2,0,0,0,0,0,0,0,0,
2020-11-16,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,10125,6176,3949,1239,920,309,9,0,0,9,1161,623,8,106,106,0,8,6,2,0,0,0,0,56,8,0,
2020-11-16,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,717,418,299,569,478,11,36,5,2,29,493,402,7,23,12,11,1,0,1,2,0,0,2,8,4,1,
2020-11-16,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,278,157,121,1086,794,182,2,1,0,1,162,147,2,0,0,0,0,0,0,0,0,0,0,0,1,0,
2020-11-16,32,Provinsi Jawa Barat,3276,KOTA DEPOK,10326,7792,2534,8249,6652,1353,32,0,25,7,6730,5509,204,0,0,0,0,0,0,0,0,0,0,1,88,0,
2020-11-16,32,Provinsi Jawa Barat,3209,KAB. CIREBON,1389,485,904,476,328,46,7,0,1,6,1207,1092,72,0,0,0,0,0,0,0,0,0,0,1,10,0,
2020-11-16,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,9147,6837,2310,2175,34,2120,3,3,0,0,229,198,9,0,0,0,0,0,0,0,0,0,0,5,4,0,
2020-11-16,32,Provinsi Jawa Barat,3275,KOTA BEKASI,10201,9001,1200,9337,8630,401,630,370,167,93,8413,6438,142,132,40,92,59,59,0,6,4,0,2,0,169,0,
2020-11-16,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,1186,493,693,709,652,39,3,0,1,2,114,90,1,0,0,0,0,0,0,0,0,0,0,0,4,0,
2020-11-16,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,1629,1108,521,2579,656,1888,39,19,14,6,876,849,16,0,0,0,21,21,0,0,0,0,0,0,31,1,
2020-11-16,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,5281,3945,1336,7131,6735,300,57,0,0,57,1921,1333,54,79,79,0,6,2,4,0,0,0,0,82,45,13,
2020-11-16,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,8317,6107,2210,9927,9079,778,173,150,0,23,3136,2247,56,0,0,0,0,0,0,0,0,0,0,71,50,0,
2020-11-16,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,3665,2250,1415,853,744,86,24,0,0,24,277,212,15,79,34,45,0,0,0,3,0,0,3,1,3,0,
2020-11-16,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,1305,1016,289,1683,1623,45,10,1,1,8,286,98,2,70,70,0,0,0,0,0,0,0,0,0,0,0,
2020-11-16,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,2597,1429,1168,627,364,262,9,0,0,9,427,396,5,0,0,0,0,0,0,0,0,0,0,7,8,0,
2020-11-16,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,7471,5259,1512,434,91,100,243,3929,3060,16,0,0,0,4,0,0,0,0,0,0,0,88,0,
2020-11-16,32,Provinsi Jawa Barat,3205,KAB. GARUT,12813,7939,4874,3460,621,2830,0,0,0,0,484,434,15,532,44,488,9,8,1,0,0,0,0,11,10,0,
2020-11-16,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,2251,2189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-11-16,32,Provinsi Jawa Barat,3271,KOTA BOGOR,2733,2095,638,2451,1727,521,81,11,8,62,2434,1879,39,68,68,0,32,11,21,3,0,0,3,0,29,0,
2020-11-16,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,2164,1348,816,2249,1797,373,75,0,0,75,239,161,7,20,20,0,8,2,0,0,0,0,0,0,0,0,
2020-11-16,32,Provinsi Jawa Barat,3274,KOTA CIREBON,1769,624,1145,334,282,22,2,1,0,1,377,322,18,0,0,0,0,0,0,0,0,0,0,0,8,0,
2020-11-16,32,Provinsi Jawa Barat,3279,KOTA BANJAR,1591,858,733,925,530,392,0,0,0,0,78,47,3,9,9,0,1,1,0,0,0,0,0,0,0,0,
2020-11-16,32,Provinsi Jawa Barat,3213,KAB. SUBANG,474,424,50,5874,5803,12,19,19,0,0,364,273,13,0,0,0,0,0,0,0,0,0,0,0,1,0,
2020-11-16,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,3925,2558,1367,2263,1959,146,31,0,2,29,1589,951,21,0,0,0,0,0,0,0,0,0,0,19,12,0,
2020-11-16,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,2439,1388,1051,1337,982,262,10,1,1,8,627,348,13,30,0,30,34,33,0,0,0,0,0,87,1,4,
2020-11-16,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,2538,1630,908,5397,5069,283,57,7,7,43,1133,710,18,0,0,0,0,0,0,0,0,0,0,0,3,0,
2020-11-16,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,1442,1131,311,1498,1453,31,92,75,7,10,444,190,7,0,0,0,0,0,0,0,0,0,0,207,33,4,
2020-11-16,32,Provinsi Jawa Barat,3216,KAB. BEKASI,8551,6622,1929,9557,4539,4667,147,62,34,51,5443,4236,56,69,42,27,54,39,14,2,0,0,2,0,114,0,
2020-11-16,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,1997,1371,626,1177,434,738,8,0,0,8,225,214,8,0,0,0,2,0,2,0,0,0,0,2,0,0,
2020-11-17,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,10155,6206,3949,1239,920,309,9,0,0,9,1196,640,8,30,30,0,0,0,0,0,0,0,0,35,17,0,
2020-11-17,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,760,461,299,569,478,11,36,5,2,29,501,418,7,43,43,0,0,0,0,0,0,0,0,8,16,0,
2020-11-17,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,278,157,121,1086,794,182,2,1,0,1,162,147,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-11-17,32,Provinsi Jawa Barat,3276,KOTA DEPOK,11059,8242,2817,8523,6856,1423,32,0,25,7,6732,5620,204,733,450,283,274,204,70,0,0,0,0,2,111,0,
2020-11-17,32,Provinsi Jawa Barat,3209,KAB. CIREBON,1389,485,904,476,328,46,7,0,1,6,1207,1097,72,0,0,0,0,0,0,0,0,0,0,0,5,0,
2020-11-17,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,9147,6837,2310,2175,34,2120,3,3,0,0,250,198,9,0,0,0,0,0,0,0,0,0,0,21,0,0,
2020-11-17,32,Provinsi Jawa Barat,3275,KOTA BEKASI,10474,9274,1200,9394,8687,401,633,371,168,94,8456,6563,142,273,273,0,57,57,0,3,1,1,1,43,125,0,
2020-11-17,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,1186,493,693,711,652,41,3,0,1,2,114,90,1,0,0,0,2,0,2,0,0,0,0,0,0,0,
2020-11-17,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,1629,1108,521,2580,656,1889,39,19,14,6,878,849,16,0,0,0,1,0,1,0,0,0,0,2,0,0,
2020-11-17,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,5382,4046,1336,7164,6768,300,57,0,0,57,1988,1398,54,101,101,0,33,33,0,0,0,0,0,67,65,0,
2020-11-17,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,8431,6221,2210,9927,9079,778,173,150,0,23,3247,2335,56,114,114,0,0,0,0,0,0,0,0,111,88,0,
2020-11-17,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,3665,2250,1415,853,744,86,24,0,0,24,282,215,15,0,0,0,0,0,0,0,0,0,0,5,3,0,
2020-11-17,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,1362,1023,339,1687,1625,47,10,1,1,8,289,101,2,57,7,50,4,2,2,0,0,0,0,3,3,0,
2020-11-17,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,3372,2195,1177,746,412,333,10,0,0,10,453,402,6,775,766,9,119,48,71,1,0,0,1,26,6,1,
2020-11-17,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,7621,5409,1512,443,100,100,243,3930,3116,16,0,0,0,150,150,0,9,9,0,0,1,56,0,
2020-11-17,32,Provinsi Jawa Barat,3205,KAB. GARUT,12813,7939,4874,3460,621,2830,0,0,0,0,576,440,15,0,0,0,0,0,0,0,0,0,0,92,6,0,
2020-11-17,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,2251,2196,0,0,0,0,0,0,0,0,0,0,0,0,7,0,
2020-11-17,32,Provinsi Jawa Barat,3271,KOTA BOGOR,2748,2101,647,2453,1727,523,81,11,8,62,2436,1890,39,15,6,9,2,0,2,0,0,0,0,2,11,0,
2020-11-17,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,2338,1393,945,2251,1799,373,75,0,0,75,239,161,7,174,45,129,2,2,0,0,0,0,0,0,0,0,
2020-11-17,32,Provinsi Jawa Barat,3274,KOTA CIREBON,2644,1347,1297,341,287,24,2,1,0,1,377,323,18,875,723,152,7,5,2,0,0,0,0,0,1,0,
2020-11-17,32,Provinsi Jawa Barat,3279,KOTA BANJAR,1670,866,804,929,530,396,0,0,0,0,78,47,21,79,8,71,4,0,4,0,0,0,0,0,0,18,
2020-11-17,32,Provinsi Jawa Barat,3213,KAB. SUBANG,474,424,50,5874,5803,12,19,19,0,0,365,276,13,0,0,0,0,0,0,0,0,0,0,1,3,0,
2020-11-17,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,3925,2558,1367,2263,1959,146,31,0,2,29,1595,965,21,0,0,0,0,0,0,0,0,0,0,6,14,0,
2020-11-17,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,2439,1388,1051,1337,982,262,10,1,1,8,679,378,17,0,0,0,0,0,0,0,0,0,0,52,30,4,
2020-11-17,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,2719,1811,908,5440,5109,286,60,7,10,43,1133,711,18,181,181,0,43,40,3,3,0,3,0,0,1,0,
2020-11-17,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,1442,1131,311,1498,1453,31,92,75,7,10,504,322,7,0,0,0,0,0,0,0,0,0,0,60,132,0,
2020-11-17,32,Provinsi Jawa Barat,3216,KAB. BEKASI,8596,6667,1929,9622,4593,4678,149,64,34,51,5451,4333,56,45,45,0,65,54,11,2,2,0,0,8,97,0,
2020-11-17,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,1997,1371,626,1177,434,738,8,0,0,8,328,214,8,0,0,0,0,0,0,0,0,0,0,103,0,0,
2020-11-18,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,10237,6253,3984,1245,922,312,9,0,0,9,1251,648,8,82,47,35,6,2,3,0,0,0,0,55,8,0,
2020-11-18,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,765,461,304,569,478,11,36,5,2,29,507,422,7,5,0,5,0,0,0,0,0,0,0,6,4,0,
2020-11-18,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,278,157,121,1086,794,182,2,1,0,1,162,147,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-11-18,32,Provinsi Jawa Barat,3276,KOTA DEPOK,11284,8332,2952,8574,6884,1445,32,0,25,7,6732,5708,204,225,90,135,51,28,22,0,0,0,0,0,88,0,
2020-11-18,32,Provinsi Jawa Barat,3209,KAB. CIREBON,1389,485,904,476,328,46,7,0,1,6,1208,1098,72,0,0,0,0,0,0,0,0,0,0,1,1,0,
2020-11-18,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,9147,6837,2310,2177,36,2120,3,3,0,0,278,198,9,0,0,0,2,2,0,0,0,0,0,28,0,0,
2020-11-18,32,Provinsi Jawa Barat,3275,KOTA BEKASI,10628,9360,1268,9695,8984,401,639,373,168,98,8466,6644,142,154,86,68,301,297,0,6,2,0,4,10,81,0,
2020-11-18,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,1186,493,693,711,652,41,3,0,1,2,114,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-11-18,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,1629,1108,521,2589,656,1898,39,19,14,6,878,849,16,0,0,0,9,0,9,0,0,0,0,0,0,0,
2020-11-18,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,5477,4083,1394,7173,6768,306,57,0,0,57,1994,1427,54,95,37,58,9,0,6,0,0,0,0,6,29,0,
2020-11-18,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,8431,6221,2210,9927,9079,778,173,150,0,23,3324,2377,56,0,0,0,0,0,0,0,0,0,0,77,42,0,
2020-11-18,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,3713,2250,1463,853,744,86,25,0,0,25,283,215,15,48,0,48,0,0,0,1,0,0,1,1,0,0,
2020-11-18,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,1362,1023,339,1688,1625,47,10,1,1,8,289,101,2,0,0,0,1,0,0,0,0,0,0,0,0,0,
2020-11-18,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,3372,2195,1177,746,412,333,10,0,0,10,453,405,6,0,0,0,0,0,0,0,0,0,0,0,3,0,
2020-11-18,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,7628,5409,1518,443,100,100,243,3930,3235,16,0,0,0,7,0,6,0,0,0,0,0,119,0,
2020-11-18,32,Provinsi Jawa Barat,3205,KAB. GARUT,13049,7984,5065,3476,637,2830,0,0,0,0,626,441,15,236,45,191,16,16,0,0,0,0,0,50,1,0,
2020-11-18,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,2251,2225,0,0,0,0,0,0,0,0,0,0,0,0,29,0,
2020-11-18,32,Provinsi Jawa Barat,3271,KOTA BOGOR,2784,2133,651,2471,1731,537,81,11,8,62,2436,1954,39,36,32,4,18,4,14,0,0,0,0,0,64,0,
2020-11-18,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,2350,1405,945,2254,1801,373,75,0,0,75,239,163,7,12,12,0,3,2,0,0,0,0,0,0,2,0,
2020-11-18,32,Provinsi Jawa Barat,3274,KOTA CIREBON,2653,1356,1297,341,287,24,2,1,0,1,378,325,18,9,9,0,0,0,0,0,0,0,0,1,2,0,
2020-11-18,32,Provinsi Jawa Barat,3279,KOTA BANJAR,1706,902,804,930,530,397,0,0,0,0,78,49,23,36,36,0,1,0,1,0,0,0,0,0,2,2,
2020-11-18,32,Provinsi Jawa Barat,3213,KAB. SUBANG,474,424,50,5877,5803,12,19,19,0,0,378,276,13,0,0,0,3,0,0,0,0,0,0,13,0,0,
2020-11-18,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,3925,2558,1367,2263,1959,146,31,0,2,29,1617,972,21,0,0,0,0,0,0,0,0,0,0,22,7,0,
2020-11-18,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,2454,1388,1066,1346,982,269,10,1,1,8,768,433,17,15,0,15,9,0,7,0,0,0,0,89,55,0,
2020-11-18,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,2719,1811,908,5449,5118,286,60,7,10,43,1134,711,18,0,0,0,9,9,0,0,0,0,0,1,0,0,
2020-11-18,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,1442,1131,311,1499,1453,31,92,75,7,10,504,324,7,0,0,0,1,0,0,0,0,0,0,0,2,0,
2020-11-18,32,Provinsi Jawa Barat,3216,KAB. BEKASI,8838,6907,1931,9943,4896,4696,149,64,34,51,5455,4488,56,242,240,2,321,303,18,0,0,0,0,4,155,0,
2020-11-18,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,2018,1380,638,1186,438,743,11,0,0,11,329,297,10,21,9,12,9,4,5,3,0,0,3,1,83,2,
2020-11-19,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,10358,6303,4055,1257,928,318,9,0,0,9,1255,650,8,121,50,71,12,6,6,0,0,0,0,4,2,0,
2020-11-19,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,765,461,304,569,478,11,36,5,2,29,546,423,7,0,0,0,0,0,0,0,0,0,0,39,1,0,
2020-11-19,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,278,157,121,1086,794,182,2,1,0,1,164,147,2,0,0,0,0,0,0,0,0,0,0,2,0,0,
2020-11-19,32,Provinsi Jawa Barat,3276,KOTA DEPOK,11448,8415,3033,8621,6931,1445,32,0,25,7,6733,5793,204,164,83,81,47,47,0,0,0,0,0,1,85,0,
2020-11-19,32,Provinsi Jawa Barat,3209,KAB. CIREBON,1389,485,904,476,328,46,7,0,1,6,1210,1103,72,0,0,0,0,0,0,0,0,0,0,2,5,0,
2020-11-19,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,9147,6837,2310,2177,36,2120,3,3,0,0,291,199,9,0,0,0,0,0,0,0,0,0,0,13,1,0,
2020-11-19,32,Provinsi Jawa Barat,3275,KOTA BEKASI,10755,9465,1290,9695,8984,401,644,373,170,101,8483,6719,142,127,105,22,0,0,0,5,0,2,3,17,75,0,
2020-11-19,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,1186,493,693,711,652,41,3,0,1,2,117,94,1,0,0,0,0,0,0,0,0,0,0,3,4,0,
2020-11-19,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,1629,1108,521,2602,659,1908,39,19,14,6,890,849,16,0,0,0,13,3,10,0,0,0,0,12,0,0,
2020-11-19,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,5526,4128,1398,7194,6768,327,57,0,0,57,2003,1437,54,49,45,4,21,0,21,0,0,0,0,9,10,0,
2020-11-19,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,9046,6495,2551,9927,9079,778,173,150,0,23,3392,2419,56,615,274,341,0,0,0,0,0,0,0,68,42,0,
2020-11-19,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,3724,2261,1463,853,744,86,25,0,0,25,284,216,15,11,11,0,0,0,0,0,0,0,0,1,1,0,
2020-11-19,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,1369,1030,339,1688,1625,47,10,1,1,8,319,101,2,7,7,0,0,0,0,0,0,0,0,30,0,0,
2020-11-19,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,3372,2195,1177,746,412,333,10,0,0,10,453,408,6,0,0,0,0,0,0,0,0,0,0,0,3,0,
2020-11-19,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,7628,5409,1518,443,100,100,243,3935,3307,16,0,0,0,0,0,0,0,0,0,0,5,72,0,
2020-11-19,32,Provinsi Jawa Barat,3205,KAB. GARUT,13361,8110,5251,3499,660,2830,0,0,0,0,708,441,15,312,126,186,23,23,0,0,0,0,0,82,0,0,
2020-11-19,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,2266,2230,0,0,0,0,0,0,0,0,0,0,0,15,5,0,
2020-11-19,32,Provinsi Jawa Barat,3271,KOTA BOGOR,2809,2158,651,2484,1744,537,84,11,8,65,2478,1968,39,25,25,0,13,13,0,3,0,0,3,42,14,0,
2020-11-19,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,2389,1444,945,2254,1801,373,75,0,0,75,239,164,7,39,39,0,0,0,0,0,0,0,0,0,1,0,
2020-11-19,32,Provinsi Jawa Barat,3274,KOTA CIREBON,2653,1356,1297,341,287,24,2,1,0,1,389,331,18,0,0,0,0,0,0,0,0,0,0,11,6,0,
2020-11-19,32,Provinsi Jawa Barat,3279,KOTA BANJAR,1706,902,804,930,530,397,0,0,0,0,78,49,23,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-11-19,32,Provinsi Jawa Barat,3213,KAB. SUBANG,474,424,50,5877,5803,12,19,19,0,0,380,278,13,0,0,0,0,0,0,0,0,0,0,2,2,0,
2020-11-19,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,3925,2558,1367,2263,1959,146,31,0,2,29,1624,981,21,0,0,0,0,0,0,0,0,0,0,7,9,0,
2020-11-19,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,2475,1388,1087,1353,982,276,10,1,1,8,775,433,26,21,0,21,7,0,7,0,0,0,0,7,0,9,
2020-11-19,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,2719,1811,908,5449,5118,286,60,7,10,43,1134,718,18,0,0,0,0,0,0,0,0,0,0,0,7,0,
